Chapter,Type,Word,Meaning,예문정리(영),예문정리(한),,
25,연관어,autonomous,"a.자율적인, 자치의",an autonomous community,자율적인 공동체,,
38,표제어,available,"a.이용 가능한, 구할 수 있는, 시간이 있는",immediately available,즉시 이용 가능한,,
38,연관어,unavailable,a.이용할 수 없는,unavailable seat,이용할 수 없는 좌석,,
38,연관어,availability,"n.이용 가능성, 유효성",the availability of goods,상품의 가용성,,
42,표제어,avoid,"v.피하다, 막다",to avoid problems,문제를 피하다,,
42,연관어,avoidable,a.피할 수 있는,an avoidable risk,피할 수 있는 위험,,
42,연관어,unavoidable,a.불가피한,unavoidable choice,불가피한 선택,,
42,연관어,avoidance,"n.회피, 기피",avoidance of responsibility,책임 회피,,
5,표제어,awake,a.깨어있는,to be fully awake,완전히 깨어 있다,,
5,연관어,awaken,v.깨우다,to awaken people,사람들을 깨우다,,
6,표제어,awareness,"n.인지, 인식",environmental awareness,환경 인식,,
6,연관어,aware,"a.알고 있는, 인식하는",to be aware of danger,위험을 인식하다,,
6,연관어,unaware,a.알지 못하는,unaware person,상황을 알지 못하는 사람,,
6,연관어,be aware of,v.~를 알다,She is aware of the risk,그녀는 위험을 알고 있다,,
37,표제어,awkward,"a.어색한, 서투른, 난처한",an awkward movement,서투른 손놀림,,
37,연관어,awkwardly,ad.어색하게,to smile awkwardly,어색하게 웃다,,
7,표제어,ban,v.금지하다,to ban smoking,흡연을 금지하다,,
48,표제어,barely,"ad.간신히, 가까스로",,,,
48,연관어,bare,v.드러내다 a.벌거벗은,,,,
24,표제어,bargain,"n.흥정, 거래, 싸게 산 물건",a good bargain,싸게 산 물건,,
25,표제어,barren,"a.불모의, 메마른",barren land,불모의 땅,,
45,표제어,barrier,"n.장애물, 장벽",a trade barrier,무역 장벽,,
16,표제어,be about to V,v.막 ~하려고 하다,He is about to leave,그는 곧 떠나려 한다,,
20,표제어,be followed by,v.~가 뒤따르다,The uproar was followed by silence,큰 소동은 침묵으로 이어졌다,,
20,표제어,be made up of,v.구성되다,The committee is made up of ten members,위원회는 열 명으로 구성되어 있다,,
1,표제어,bear,"v.견디다, 낳다, 피우다[맺다] n.곰","to bear weight
아이를 낳다 to bear children",무게를 견디다,,
1,연관어,bearable,a.견딜 수 있는,bearable pain,견딜 수 있는 고통,,
18,표제어,behave,v.행동하다,to behave politely,예의 바르게 행동하다,,
18,연관어,behavior,"n.행동, 품행",social behavior,사회적 행동,,
18,연관어,behavioral,"a.행동의, 행동에 관한",behavioral study,행동 연구,,
17,표제어,belong,"v.속하다, 소속감을 느끼다",to belong to a club,동아리에 속하다,,
17,연관어,belonging,"n.소속감, 소지품",a sense of belonging,소속감,,
6,표제어,bend,v.구부리다,to bend the waist,허리를 굽히다,bent-bent,
18,표제어,benefit,"n.이익, 혜택",a health benefit,건강상의 이점,,
18,연관어,beneficial,"a.유익한, 이로운",beneficial to health,건강에 유익한,,
15,표제어,benevolence,"n.자비, 선행",an act of benevolence,자선적 선행,,
16,표제어,biased,"a.편향된, 선입견이 있는",a biased view,편향된 견해,,
16,연관어,bias,"n.편견, 편향",political bias,정치적 편견,,
16,연관어,unbiased,a.편견 없는,unbiased judgment,편견 없는 판단,,
29,표제어,biological,"a.생물학의, 생물학적인",a biological process,생물학적 과정,,
29,연관어,biologist,n.생물학자,a famous biologist,유명한 생물학자,,
29,연관어,biology,n.생물학,molecular biology,분자 생물학,,
7,표제어,bitter,"a.맛이 쓴, 혹독한",bitter taste,쓴맛,,
37,표제어,blame,"v.~을 탓하다 n.책임, 탓",to blame a mistake,실수를 비난하다,,
30,표제어,blend,"v.혼합하다, 섞다, 조화를 이루다 n.혼합(물)",to blend colors,색을 섞다,,
4,표제어,blunt,a.무딘 v.둔화시키다,a blunt knife,무딘 칼,,
3,표제어,boast,v.자랑하다 n.자랑,to boast success,성공을 자랑하다,,
28,표제어,bold,"a.용감한, 선명한, 굵은",a bold decision,대담한 결정,,
28,연관어,boldness,"n.대담함, 용기",with great boldness,아주 대담하게,,
22,표제어,bond,"n.유대 v.유대감을 형성하다, 접착시키다",a strong bond,강한 유대,,
24,표제어,boost,"n.상승, 증대 v.증가시키다, 북돋우다",to boost confidence,자신감을 북돋우다,,
29,표제어,boredom,n.지루함,to die of boredom,지루함에 죽을 지경이다,,
48,표제어,borrow,"v.빌리다, 차용하다",,,,
48,연관어,borrower,"n.채무자, 대출자",,,,
48,연관어,borrowing,"n.차용, 빌림",,,,
21,표제어,bother,"v.방해하다, 괴롭히다, 성가시게 하다",to bother others,남을 괴롭히다,,
21,연관어,bothersome,a.성가신,a bothersome problem,성가신 문제,,
10,표제어,boundary,"n.경계, 한계",to cross a boundary,국경을 넘다,,
10,연관어,boundless,"a.끝없는, 무한한",boundless love,끝없는 사랑,,
41,표제어,brave,a.용감한,a brave soldier,용감한 병사,,
41,연관어,bravery,"n.용기, 용맹",an act of bravery,용감한 행동,,
43,표제어,break down,"v.고장나다, 분해하다, 무너지다",to break down a car,차가 고장 나다,,
45,표제어,breathe,v.숨쉬다,to breathe deeply,깊게 숨을 쉬다,,
45,연관어,breath,"n.호흡, 숨",breath of relief,안도의 한숨,,
45,연관어,breathtaking,"a.숨 막히는, 굉장히 멋진",reathtakingly beautiful,숨 막히게 아름다운,,
19,표제어,breed,"v.번식하다  n.품종, 종류",a dog breed,개 품종,,
19,연관어,breeding,n.번식,animal breeding,동물 번식,,
30,표제어,brief,"a.간결한, 짧은, 단시간의 ",a brief explanation,짧은 설명,,
30,연관어,briefly,"ad.잠시, 간단히",to speak briefly,짧게 말하다,,
5,표제어,brilliant,"a.훌륭한, 눈부신",a brilliant idea,훌륭한 아이디어,,
38,표제어,bring about,"v.가져오다, 초래하다, 발생시키다",to bring about change,변화를 일으키다,,
33,표제어,broaden,"v.넓히다, 확장하다",to broaden one’s view,시야를 넓히다,,
20,표제어,brutal,a.잔인한,a brutal crime,잔인한 범죄,,
12,표제어,budget,"n.예산, 비용 a.저가의 v.예산을 세우다",to plan a budget,예산을 세우다,,
24,표제어,burden,"n.부담 v.짐을 지우다, 부담을 지우다",heavy burden,무거운 짐,,
24,연관어,burdensome,a.부담스러운 ,burdensome task,부담스러운 과제,,
26,표제어,bury,"v.묻다, 감추다, 뒤덮다",to bury treasure,보물을 묻다,,
2,표제어,bustling,"a.붐비는, 바쁜",a bustling market,붐비는 시장,,
12,표제어,by-product,n.부산물,an industrial by-product,산업 부산물,,
40,표제어,calculate,v.계산하다 ,to calculate the cost,비용을 계산하다,,
40,연관어,calculation,"n.계산, 산출",an accurate calculation,정확한 계산,,
4,표제어,camouflage,"n.위장, 은폐 v.위장하다",military camouflage,군사 위장,,
43,표제어,cancel,"v.취소하다, 중지하다",to cancel a reservation,예약을 취소하다,,
43,연관어,cancellation,n.취소,flight cancellation,항공편 취소,,
43,표제어,candidate,"n.후보, 후보자",a presidential candidate,대통령 후보,,
38,표제어,capability,"n.능력, 역량, 가능성",learning capability,학습 능력,,
38,연관어,capacity,"n.용량, 능력, 수용력",seating capacity,좌석 수용력,,
38,연관어,capable,"a.~할 수 있는, 유능한",a very capable teacher,아주 유능한 교사,,
38,연관어,be capable of,v.~할 수 있다,She is capable of solving difficult problems,그녀는 어려운 문제를 해결할 능력이 있다,,
37,표제어,capital,"n.자본, 수도, 대문자",a capital city,수도 도시,,
37,연관어,capitalism,n.자본주의,a capitalism society,자본주의 사회,,
44,표제어,captive,"a.사로잡힌, 포획된 ",a captive state,포로 신세,,
44,연관어,captivate,v.마음을 사로잡다,to captivate the audience,관객을 매혹하다,,
44,연관어,captivity,"n.감금, 억류",years of captivity,포로 생활,,
10,표제어,carbon,n.탄소,a carbon atom,탄소 원자,,
10,연관어,carbohydrate,n.탄수화물,carbohydrate intake,탄수화물 섭취,,
23,표제어,career,"n.직업, 경력",a medical career,의학 분야 경력,,
10,표제어,careful,"a.면밀한, 조심하는, 주의 깊은",a careful attitude/ 면밀한 조사 a careful examination,조심스러운 태도,,
10,연관어,carefully,"ad.면밀히, 신중하게",to speak carefully,조심스럽게 말하다,,
10,연관어,careless,a.부주의한,a careless mistake,부주의한 실수,,
10,연관어,be careful of,v.주의하다,Be careful of crossing the street,길을 건널 때 조심해라,,
30,표제어,carry out,v.수행하다,to carry out a plan,계획을 수행하다,,
12,표제어,cast,"n.던지기, 배역 v.(그림자를) 드리우다, 던지다, 배역을 맡기다",to cast a shadow,그림자를 드리우다,cast-cast,
36,표제어,casual,"a.무심한, 격식을 차리지 않는, 우연한 ",casual clothes,편안한 복장,,
20,표제어,catastrophic,"a.파멸적인, 재앙의",catastrophic result,재앙적인 결과,,
20,연관어,catastrophe,n.큰 재앙,a global catastrophe,대재앙,,
14,표제어,catch up with,"v.따라잡다, 따라가다",to catch up with friends,친구를 따라잡다,,
14,표제어,categorize,"v.범주화하다, 분류하다",to categorize books,책을 분류하다,,
14,연관어,categorization,n.범주화,,,,
19,표제어,cause,"n.원인 v.유발하다, 일으키다, 야기하다","to cause trouble 
질병의 원인 the cause of a disease",문제를 일으키다,,
19,연관어,causal,a.인과관계의,causal relationship,인과 관계,,
19,연관어,causation,n.인과관계,causation of an event,사건의 원인,,
13,표제어,cautious,"a.주의 깊은, 신중한",cautious approach,조심스러운 접근,,
13,연관어,caution,"n.조심, 주의",caution sign,주의 표지,,
13,연관어,cautiously,ad.조심스럽게,to walk cautiously,조심스럽게 걷다,,
42,표제어,cease,"v.멈추다, 중단하다",to cease immediately,즉시 멈추다,,
42,연관어,ceaseless,a.끊임없는,ceaseless effort,끊임없는 노력,,
12,표제어,celebrate,"v.축하하다, 기념하다, 찬양하다",to celebrate a birthday,생일을 축하하다,,
12,연관어,celebration,n.축하,celebration of marriage,결혼식 축하,,
12,연관어,celebrity,"n.명성, 유명인",a famous celebrity,유명 연예인,,
43,표제어,ceremony,"n.의식, 예식",graduation ceremony,졸업식,,
43,연관어,ceremonial,"a.의식의, 의례의",ceremonial procession,의식적인 행렬,,
43,표제어,uncertain,a.불확실한,uncertain future,불확실한 미래,,
43,연관어,uncertainty,n.불확실성,economic uncertainty,경제적 불확실성,,
5,표제어,challenge,"n.과제, 도전, 어려움, 난제 v.도전하다",a new challenge,새로운 도전,,
5,연관어,challenging,"a.어려운, 힘든, 도전적인",a challenging task,도전적인 과제,,
20,표제어,chaos,n.혼돈,political chaos,정치적 혼란,,
20,연관어,chaotic,"a.혼돈의, 무질서한, 혼란스러운",chaotic situation,혼란스러운 상황,,
39,표제어,character,"n.성격, 특징, 등장인물",the main character in a novel,소설의 주인공,,
39,연관어,characterize,"v.특징짓다, ~의 특징이 되다",,,,
28,표제어,characteristic,"n.특징  a.특징적인, 특유의",main characteristic,주요 특징,,
28,연관어,characterize,"v.특징짓다, ~의 특징을 나타내다",This novel characterizes the era,이 소설은 그 시대를 특징짓는다,,
1,표제어,charge,"n.요금, 책임, 혐의, 기소 v.청구하다, 고발하다, 책임지게 하다",to pay the charge,요금을 내다,,
1,연관어,be in charge of,v.~에 관해 책임지다,She is in charge of the project,그녀는 그 프로젝트를 맡고 있다,,
41,표제어,charity,"n.자선, 자선 단체",a charity organization,자선 단체,,
41,연관어,charitable,"a.관대한, 자선의",a charitable person,자비로운 사람,,
10,표제어,cheat,"v.속이다, 부정행위를 하다",to cheat on a test,시험에서 부정행위하다,,
10,연관어,cheating,"n.부정행위, 속임수",cheating in school,학교에서의 부정행위,,
16,표제어,chemical,"n.화학물질 a.화학의, 화학적인",a chemical reaction,화학 반응,,
42,표제어,chore,"n.집안일, 허드렛일",to do chores,집안일을 하다,,
20,표제어,chronic,a.만성의,a chronic disease,만성 질환,,
6,표제어,circulation,"n.순환, 유통",blood circulation,혈액 순환,,
6,연관어,circular,a.순환하는,a circular shape,둥근 모양의,,
6,연관어,circulate,"v.순환하다, 유포하다",to circulate blood,피를 순환시키다,,
14,표제어,circumstance,"n.상황, 환경",depending on the circumstance,상황에 따라,,
